ロボット		00:00:04.689	4.689	4689	00:00:06.394	6.394	6394	00:00:01.705	1.705	1705	じゃあ、私が拭いていきますね。
ロボット		00:00:18.315	18.315	18315	00:00:19.099	19.099	19099	00:00:00.784	0.784	784	分かりました。
ロボット		00:00:23.863	23.863	23863	00:00:24.121	24.121	24121	00:00:00.258	0.258	258	(R はい)
ロボット		00:00:32.699	32.699	32699	00:00:33.505	33.505	33505	00:00:00.806	0.806	806	分かりました。
ロボット		00:00:34.684	34.684	34684	00:00:37.389	37.389	37389	00:00:02.705	2.705	2705	(F えっと) (P){||こ}こうでしょうか？
ロボット		00:00:40.326	40.326	40326	00:00:42.347	42.347	42347	00:00:02.021	2.021	2021	結構難しいんですね。
ロボット		00:00:53.378	53.378	53378	00:00:55.168	55.168	55168	00:00:01.790	1.79	1790	(F と)次は<H>テーブルですね。
ロボット		00:01:01.547	61.547	61547	00:01:04.268	64.268	64268	00:00:02.721	2.721	2721	じゃあ、こうやって拭いていけばいいですか？
ロボット		00:01:16.694	76.694	76694	00:01:18.152	78.152	78152	00:00:01.458	1.458	1458	こんな感じでどうでしょうか？
ロボット		00:01:20.805	80.805	80805	00:01:21.952	81.952	81952	00:00:01.147	1.147	1147	ありがとうございます。
主人		00:00:01.284	1.284	1284	00:00:03.757	3.757	3757	00:00:02.473	2.473	2473	今日はテーブルと椅子の掃除をしたいんだけど。
主人		00:00:06.578	6.578	6578	00:00:08.347	8.347	8347	00:00:01.769	1.769	1769	(R うん)私も一緒にやるね。
主人		00:00:08.885	8.885	8885	00:00:09.814	9.814	9814	00:00:00.929	0.929	929	(R うん)ありがとう。
主人		00:00:13.699	13.699	13699	00:00:17.899	17.899	17899	00:00:04.200	4.2	4200	椅子の背もたれの細い部分は、埃がたまるから、念入りにお願い。
主人		00:00:21.999	21.999	21999	00:00:23.547	23.547	23547	00:00:01.548	1.548	1548	(F あ)ちょっと待って。ちょっと待って。
主人		00:00:24.131	24.131	24131	00:00:32.042	32.042	32042	00:00:07.911	7.911	7911	そうじゃなくって。細い部分は指をこのように中に入れるように拭いた方が、細かいところまで取れるから、そうしてごらん。
主人		00:00:37.484	37.484	37484	00:00:39.599	39.599	39599	00:00:02.115	2.115	2115	(R うん)(R そうそう)そんな感じでいいよ。
主人		00:00:42.326	42.326	42326	00:00:44.984	44.984	44984	00:00:02.658	2.658	2658	(L あっはは)(P)でも、一回覚えたら慣れるよ。
主人		00:00:55.605	55.605	55605	00:00:59.610	59.61	59610	00:00:04.005	4.005	4005	(R うん)(P)テーブルは椅子ほど面倒じゃないから、楽だと思うよ。
主人		00:01:04.384	64.384	64384	00:01:05.421	65.421	65421	00:00:01.037	1.037	1037	(R うん)そうだね<H>。
主人		00:01:18.426	78.426	78426	00:01:20.699	80.699	80699	00:00:02.273	2.273	2273	(R うん)よくできました<H>。ご苦労様。
