ロボット		00:00:06.736	6.736	6736	00:00:09.622	9.622	9622	00:00:02.886	2.886	2886	分かりました。電気ケトルを使っていいですか？
ロボット		00:00:14.383	14.383	14383	00:00:15.977	15.977	15977	00:00:01.594	1.594	1594	リモコンや本があります。
ロボット		00:00:21.305	21.305	21305	00:00:22.444	22.444	22444	00:00:01.139	1.139	1139	(R はい)分かりました。
ロボット		00:00:34.171	34.171	34171	00:00:38.577	38.577	38577	00:00:04.406	4.406	4406	(R はい)分かりました。ティッシュも一応テーブルの反対側に置いておきますね。
ロボット		00:00:44.099	44.099	44099	00:00:44.464	44.464	44464	00:00:00.365	0.365	365	(R はい)
ロボット		00:00:47.378	47.378	47378	00:00:49.621	49.621	49621	00:00:02.243	2.243	2243	半分くらい入ってたら、いいですか？
ロボット		00:00:53.927	53.927	53927	00:00:54.742	54.742	54742	00:00:00.815	0.815	815	はい、どうぞ。
ロボット		00:01:04.214	64.214	64214	00:01:08.042	68.042	68042	00:00:03.828	3.828	3828	ありがとうございます。(P)沸いたらカップに注いでおきますね。
主人		00:00:04.672	4.672	4672	00:00:06.190	6.19	6190	00:00:01.518	1.518	1518	お湯<H>沸かしてもらえるかな？
主人		00:00:09.816	9.816	9816	00:00:10.333	10.333	10333	00:00:00.517	0.517	517	いいよ。
主人		00:00:11.349	11.349	11349	00:00:14.044	14.044	14044	00:00:02.695	2.695	2695	テーブルの上にお湯が被るとまずいもの{は||}あるかな？
主人		00:00:17.664	17.664	17664	00:00:20.857	20.857	20857	00:00:03.193	3.193	3193	本は濡れるとまずいね。本棚に片付けてくれるかな？
主人		00:00:30.885	30.885	30885	00:00:33.428	33.428	33428	00:00:02.543	2.543	2543	リモコンは濡れない程度に離しておいてくれたらいいよ。
主人		00:00:38.849	38.849	38849	00:00:43.066	43.066	43066	00:00:04.217	4.217	4217	(R そうだね)(P)(F えー)もう、水は入っているはずだから、スイッチ入れるだけでいいよ。
主人		00:00:49.842	49.842	49842	00:00:53.064	53.064	53064	00:00:03.222	3.222	3222	(R あれ)結構減ってるな。水{を||}足すからちょうだい。
主人		00:01:02.872	62.872	62872	00:01:03.661	63.661	63661	00:00:00.789	0.789	789	これで大丈夫。
