主人		00:00:02.099	2.099	2099	00:00:05.623	5.623	5623	00:00:03.524	3.524	3524	机の上を片付けたいんだけど<H>、手伝ってくれない？
主人		00:00:07.930	7.93	7930	00:00:11.923	11.923	11923	00:00:03.993	3.993	3993	まずは<H>コップとカップを棚に片付けてくれる<H>？
主人		00:00:13.638	13.638	13638	00:00:22.415	22.415	22415	00:00:08.777	8.777	8777	まず、コップは<H>棚の<H>{||二段目に}上から二段目。(P)カップは棚の上から三段目にお願いね。
主人		00:00:29.122	29.122	29122	00:00:32.442	32.442	32442	00:00:03.320	3.32	3320	(R うんうん)(P)タンブラーはそのままにしていいわよ。
主人		00:00:59.420	59.42	59420	00:01:02.763	62.763	62763	00:00:03.343	3.343	3343	カップラーメンを食べたいから<H>、お箸を持ってきてちょうだい。
主人		00:01:03.284	63.284	63284	00:01:03.519	63.519	63519	00:00:00.235	0.235	235	{||き}
主人		00:01:04.188	64.188	64188	00:01:06.043	66.043	66043	00:00:01.855	1.855	1855	キッチンの引き出しにあるから。
主人		00:01:20.437	80.437	80437	00:01:21.139	81.139	81139	00:00:00.702	0.702	702	ありがとう。
主人		00:01:24.628	84.628	84628	00:01:32.294	92.294	92294	00:00:07.666	7.666	7666	(R うん)でも、やかんじゃなくてこれでお湯を沸かすから<H>、(P)これに水を入れてちょうだい。
主人		00:02:05.241	125.241	125241	00:02:06.464	126.464	126464	00:00:01.223	1.223	1223	(R うん)ありがとう。
ロボット		00:00:05.823	5.823	5823	00:00:07.369	7.369	7369	00:00:01.546	1.546	1546	何をすればいいですか<H>?
ロボット		00:00:11.980	11.98	11980	00:00:12.334	12.334	12334	00:00:00.354	0.354	354	(R はい)
ロボット		00:00:18.323	18.323	18323	00:00:18.661	18.661	18661	00:00:00.338	0.338	338	(R はい)
ロボット		00:00:22.492	22.492	22492	00:00:23.407	23.407	23407	00:00:00.915	0.915	915	わかりました<H>。
ロボット		00:00:24.849	24.849	24849	00:00:28.646	28.646	28646	00:00:03.797	3.797	3797	(F {えっとー||っとー})机の<H>上の物すべて片付けていいですか？
ロボット		00:00:32.929	32.929	32929	00:00:33.779	33.779	33779	00:00:00.850	0.85	850	わかりました<H>。
ロボット		00:00:56.313	56.313	56313	00:00:58.742	58.742	58742	00:00:02.429	2.429	2429	(?)は何をすればいいですか？
ロボット		00:01:03.209	63.209	63209	00:01:04.034	64.034	64034	00:00:00.825	0.825	825	わかりました<H>。
ロボット		00:01:06.382	66.382	66382	00:01:07.299	67.299	67299	00:00:00.917	0.917	917	わかりました。
ロボット		00:01:19.098	79.098	79098	00:01:20.113	80.113	80113	00:00:01.015	1.015	1015	持ってきました。
ロボット		00:01:22.139	82.139	82139	00:01:24.144	84.144	84144	00:00:02.005	2.005	2005	やかんで<H>お湯を沸かしましょうか？
ロボット		00:01:33.083	93.083	93083	00:01:33.973	93.973	93973	00:00:00.890	0.89	890	わかりました<H>。
ロボット		00:02:03.897	123.897	123897	00:02:04.892	124.892	124892	00:00:00.995	0.995	995	セットしますか<H>。
