ロボット		00:00:04.680	4.68	4680	00:00:09.032	9.032	9032	00:00:04.352	4.352	4352	そ<H>うですね<H>。 (P)床に<H>落ちてますね。
ロボット		00:00:13.044	13.044	13044	00:00:16.154	16.154	16154	00:00:03.110	3.11	3110	わかりました。(P)床の物だけで良いですか？
ロボット		00:00:20.564	20.564	20564	00:00:21.606	21.606	21606	00:00:01.042	1.042	1042	わかりました。
ロボット		00:00:22.221	22.221	22221	00:00:24.471	24.471	24471	00:00:02.250	2.25	2250	{こちら||こっちら<H>}にはめれば良いでしょうか？
ロボット		00:00:34.649	34.649	34649	00:00:35.440	35.44	35440	00:00:00.791	0.791	791	わかりました。
ロボット		00:00:36.342	36.342	36342	00:00:38.054	38.054	38054	00:00:01.712	1.712	1712	何で拭きましょうか？
ロボット		00:00:44.366	44.366	44366	00:00:45.279	45.279	45279	00:00:00.913	0.913	913	わかりました。
ロボット		00:00:48.772	48.772	48772	00:00:50.585	50.585	50585	00:00:01.813	1.813	1813	これで<H>拭けば良いんですか？
ロボット		00:00:52.789	52.789	52789	00:00:53.539	53.539	53539	00:00:00.750	0.75	750	わかりました。
主人		00:00:02.050	2.05	2050	00:00:04.310	4.31	4310	00:00:02.260	2.26	2260	おもちゃが散乱しているわね<H>。
主人		00:00:09.728	9.728	9728	00:00:12.057	12.057	12057	00:00:02.329	2.329	2329	拾って戻しておいてくれるかしら？
主人		00:00:16.743	16.743	16743	00:00:18.847	18.847	18847	00:00:02.104	2.104	2104	(R いや)そっちのも戻してちょうだい。
主人		00:00:24.961	24.961	24961	00:00:34.095	34.095	34095	00:00:09.134	9.134	9134	(R うん)(P)(R あ)、でも<H>、戻す前に<H>、床に落ちている物は埃{を||が}かぶっていて汚れていそうだから、拭いてから戻してほしいの。
主人		00:00:39.077	39.077	39077	00:00:43.659	43.659	43659	00:00:04.582	4.582	4582	(R そうね<H>)(P)ここにあるこれでお願いできるかしら？
主人		00:00:50.944	50.944	50944	00:00:52.494	52.494	52494	00:00:01.550	1.55	1550	(R そうね)お願いするわ。
