ロボット		00:00:04.558	4.558	4558	00:00:05.649	5.649	5649	00:00:01.091	1.091	1091	(R はい)分かりました。
ロボット		00:00:10.241	10.241	10241	00:00:12.016	12.016	12016	00:00:01.775	1.775	1775	もうポットに水がないですね。
ロボット		00:00:14.816	14.816	14816	00:00:15.949	15.949	15949	00:00:01.133	1.133	1133	(R はい)分かりました。
ロボット		00:00:31.349	31.349	31349	00:00:34.166	34.166	34166	00:00:02.817	2.817	2817	水を入れたので、コーヒーを入れますね。
ロボット		00:00:38.316	38.316	38316	00:00:41.458	41.458	41458	00:00:03.142	3.142	3142	(R はい)分かりました。お菓子は<H>何がありましたっけ？
ロボット		00:00:44.066	44.066	44066	00:00:44.524	44.524	44524	00:00:00.458	0.458	458	(R はい)
ロボット		00:00:46.283	46.283	46283	00:00:47.941	47.941	47941	00:00:01.658	1.658	1658	ポテトチップスありました。
ロボット		00:00:52.633	52.633	52633	00:00:53.116	53.116	53116	00:00:00.483	0.483	483	どうぞ。
ロボット		00:00:58.724	58.724	58724	00:01:01.458	61.458	61458	00:00:02.734	2.734	2734	お手拭き。ウェットティッシュでいいですか？
ロボット		00:01:03.299	63.299	63299	00:01:03.999	63.999	63999	00:00:00.700	0.7	700	どうぞ。
ロボット		00:01:06.041	66.041	66041	00:01:08.216	68.216	68216	00:00:02.175	2.175	2175	(F あ)忘れてないですよ。お任せください。
ロボット		00:01:36.033	96.033	96033	00:01:37.958	97.958	97958	00:00:01.925	1.925	1925	コーヒーはミルクは入れますか？
ロボット		00:01:42.174	102.174	102174	00:01:43.332	103.332	103332	00:00:01.158	1.158	1158	かしこまりました<H>。
ロボット		00:01:48.249	108.249	108249	00:01:48.849	108.849	108849	00:00:00.600	0.6	600	どうぞ。
主人		00:00:01.499	1.499	1499	00:00:04.166	4.166	4166	00:00:02.667	2.667	2667	コーヒーが飲みたいな<H>。入れてくれる？
主人		00:00:13.199	13.199	13199	00:00:14.558	14.558	14558	00:00:01.359	1.359	1359	じゃあ、入れてきてくれる？
主人		00:00:34.224	34.224	34224	00:00:38.408	38.408	38408	00:00:04.184	4.184	4184	(R うん)ありがとう。(P)じゃあついでにお菓子も持ってきてくれる<H>？
主人		00:00:41.816	41.816	41816	00:00:43.866	43.866	43866	00:00:02.050	2.05	2050	確かポテトチップスがあったはず。
主人		00:00:53.199	53.199	53199	00:00:57.524	57.524	57524	00:00:04.325	4.325	4325	(R うん)ありがとう。(P)(F あー)じゃあお手拭きもくれる<H>？
主人		00:01:01.466	61.466	61466	00:01:04.808	64.808	64808	00:00:03.342	3.342	3342	(R うん)大丈夫(P)(F あ)あとコーヒーもよろしくね。
主人		00:01:08.299	68.299	68299	00:01:09.491	69.491	69491	00:00:01.192	1.192	1192	(R うん)ごめんごめん。、
主人		00:01:38.349	98.349	98349	00:01:42.099	102.099	102099	00:00:03.750	3.75	3750	(F そうだねー)(F うん)今日はいいや。ブラックにしようかな。
主人		00:01:49.391	109.391	109391	00:01:50.062	110.062	110062	00:00:00.671	0.671	671	ありがとう。
