ロボット		00:00:08.958	8.958	8958	00:00:10.083	10.083	10083	00:00:01.125	1.125	1125	大丈夫ですか？
ロボット		00:00:13.153	13.153	13153	00:00:14.341	14.341	14341	00:00:01.188	1.188	1188	(R はい)分かりました。
ロボット		00:00:20.415	20.415	20415	00:00:21.930	21.93	21930	00:00:01.515	1.515	1515	お湯を拭き取りました。
ロボット		00:00:26.007	26.007	26007	00:00:26.361	26.361	26361	00:00:00.354	0.354	354	(R はい)
ロボット		00:00:34.099	34.099	34099	00:00:36.953	36.953	36953	00:00:02.854	2.854	2854	底も濡れてるので、拭いた方が良さそうですね。
ロボット		00:00:43.084	43.084	43084	00:00:43.523	43.523	43523	00:00:00.439	0.439	439	(R はい)
ロボット		00:00:44.292	44.292	44292	00:00:45.438	45.438	45438	00:00:01.146	1.146	1146	きれいになりました。
ロボット		00:00:48.976	48.976	48976	00:00:51.561	51.561	51561	00:00:02.585	2.585	2585	(R はい)分かりました。お湯は足りますか？
主人		00:00:06.416	6.416	6416	00:00:08.783	8.783	8783	00:00:02.367	2.367	2367	(R あ)(P)こぼしちゃった。(L ハハハハ)
主人		00:00:10.074	10.074	10074	00:00:13.133	13.133	13133	00:00:03.059	3.059	3059	大丈夫。(P)テーブル{が||}濡れたから布巾で拭いてくれるかな？
主人		00:00:21.938	21.938	21938	00:00:22.553	22.553	22553	00:00:00.615	0.615	615	ありがとう。
主人		00:00:22.861	22.861	22861	00:00:25.669	25.669	25669	00:00:02.808	2.808	2808	台の下も濡れてるな。ちょっと、持ち上げてもらっていい？
主人		00:00:29.853	29.853	29853	00:00:30.146	30.146	30146	00:00:00.293	0.293	293	よいしょ。
主人		00:00:36.599	36.599	36599	00:00:37.730	37.73	37730	00:00:01.131	1.131	1131	(R あ)オッケー。
主人		00:00:38.530	38.53	38530	00:00:38.838	38.838	38838	00:00:00.308	0.308	308	よいしょ。
主人		00:00:40.515	40.515	40515	00:00:40.746	40.746	40746	00:00:00.231	0.231	231	はい。
主人		00:00:41.230	41.23	41230	00:00:41.653	41.653	41653	00:00:00.423	0.423	423	よいしょ。
主人		00:00:42.115	42.115	42115	00:00:42.923	42.923	42923	00:00:00.808	0.808	808	もう、下ろしていいよ。
主人		00:00:45.399	45.399	45399	00:00:45.630	45.63	45630	00:00:00.231	0.231	231	(R うん)
主人		00:00:46.084	46.084	46084	00:00:48.676	48.676	48676	00:00:02.592	2.592	2592	これは汚れてないから、そのまま乾かしといて。
主人		00:00:51.753	51.753	51753	00:00:53.892	53.892	53892	00:00:02.139	2.139	2139	(R うん)まだ、十分残ってるから大丈夫だよ。
