ロボット		00:00:11.152	11.152	11152	00:00:15.231	15.231	15231	00:00:04.079	4.079	4079	(F とー){||そ}それではまず床のおもちゃを集め<H>ますね。
ロボット		00:00:23.287	23.287	23287	00:00:26.394	26.394	26394	00:00:03.107	3.107	3107	わかりました。本と{同じ|おなじ|おんなじ}棚でいいですか？
ロボット		00:00:30.096	30.096	30096	00:00:30.883	30.883	30883	00:00:00.787	0.787	787	わかりました。
ロボット		00:00:42.265	42.265	42265	00:00:47.479	47.479	47479	00:00:05.214	5.214	5214	わかりました。何色の本、どの本ですかね？
ロボット		00:00:55.366	55.366	55366	00:00:56.881	56.881	56881	00:00:01.515	1.515	1515	こちら<H>ですね？
ロボット		00:01:03.668	63.668	63668	00:01:04.299	64.299	64299	00:00:00.631	0.631	631	どうぞ。
ロボット		00:01:24.016	84.016	84016	00:01:25.941	85.941	85941	00:00:01.925	1.925	1925	新しいの{を||}持ってきましょうか？
ロボット		00:01:31.553	91.553	91553	00:01:32.503	92.503	92503	00:00:00.950	0.95	950	わかりました。
ロボット		00:01:50.699	110.699	110699	00:01:52.262	112.262	112262	00:00:01.563	1.563	1563	新しいもの{を||}お持ちしました。
主人		00:00:02.050	2.05	2050	00:00:08.820	8.82	8820	00:00:06.770	6.77	6770	なんか部屋が{||ご}おもちゃで<H>ごちゃごちゃしているわね<H>。(P)よく見ると床にも落ちているわ。
主人		00:00:15.798	15.798	15798	00:00:22.439	22.439	22439	00:00:06.641	6.641	6641	そうね。ありがとう。 (P)とりあえず、おもちゃはひとまとめにして、棚に置いてほしいの。
主人		00:00:26.950	26.95	26950	00:00:28.557	28.557	28557	00:00:01.607	1.607	1607	そうね。そこにお願い。
主人		00:00:31.639	31.639	31639	00:00:37.026	37.026	37026	00:00:05.387	5.387	5387	(F あ）そうそう。おもちゃを置いた後で<H>、二段目の本を取ってきてほしいの。
主人		00:00:48.309	48.309	48309	00:00:50.415	50.415	50415	00:00:02.106	2.106	2106	そうね。青い本だわ。
主人		00:00:57.069	57.069	57069	00:00:58.309	58.309	58309	00:00:01.240	1.24	1240	(R うん)大丈夫よ。
主人		00:01:04.789	64.789	64789	00:01:10.421	70.421	70421	00:00:05.632	5.632	5632	ありがとう。 (P)さて、そろそろ作業に取り掛かろうかしら。
主人		00:01:19.117	79.117	79117	00:01:21.110	81.11	81110	00:00:01.993	1.993	1993	あら、もう飲み物がないわね<H>。
主人		00:01:26.394	86.394	86394	00:01:31.216	91.216	91216	00:00:04.822	4.822	4822	そうね<H>。お願いしたいわ。 (P)ついでにこのペットボトルはもう捨ててちょうだい。
主人		00:01:32.788	92.788	92788	00:01:33.475	93.475	93475	00:00:00.687	0.687	687	ありがとう。
主人		00:01:52.593	112.593	112593	00:01:53.289	113.289	113289	00:00:00.696	0.696	696	ありがとう。
