ロボット		00:00:07.870	7.87	7870	00:00:14.037	14.037	14037	00:00:06.167	6.167	6167	今はお昼の十二時過ぎです。(P)この時計が<H>止まっているみたいですね。電池切れですね。
ロボット		00:00:16.057	16.057	16057	00:00:16.264	16.264	16264	00:00:00.207	0.207	207	(R うん)
ロボット		00:00:19.837	19.837	19837	00:00:21.835	21.835	21835	00:00:01.998	1.998	1998	時間を合わせないとだめですね。
ロボット		00:00:24.357	24.357	24357	00:00:27.321	27.321	27321	00:00:02.964	2.964	2964	(R はい)(P)電池を調べてみますね。
ロボット		00:00:33.964	33.964	33964	00:00:35.292	35.292	35292	00:00:01.328	1.328	1328	(R はい)分かりました。
ロボット		00:00:37.256	37.256	37256	00:00:37.687	37.687	37687	00:00:00.431	0.431	431	うん。
ロボット		00:01:02.428	62.428	62428	00:01:04.578	64.578	64578	00:00:02.150	2.15	2150	分かりました。ピッタリに合わせますよ。
ロボット		00:01:08.357	68.357	68357	00:01:08.706	68.706	68706	00:00:00.349	0.349	349	(R はい)
ロボット		00:01:19.214	79.214	79214	00:01:22.407	82.407	82407	00:00:03.193	3.193	3193	了解です。(P)お出かけ気を付けて行ってらっしゃい。
主人		00:00:02.707	2.707	2707	00:00:03.771	3.771	3771	00:00:01.064	1.064	1064	よいしょ<H>。
主人		00:00:04.590	4.59	4590	00:00:07.410	7.41	7410	00:00:02.820	2.82	2820	(F あれ)変だね<H>。今何時<H>？
主人		00:00:14.249	14.249	14249	00:00:19.400	19.4	19400	00:00:05.151	5.151	5151	やっぱそうだよね。(F いや)このままだと待ち合わせ時間に遅れるところだったよ<H>。
主人		00:00:22.112	22.112	22112	00:00:24.057	24.057	24057	00:00:01.945	1.945	1945	そうだね。壁から外してくれない？
主人		00:00:27.314	27.314	27314	00:00:28.578	28.578	28578	00:00:01.264	1.264	1264	お願いしま<H>す。
主人		00:00:29.442	29.442	29442	00:00:33.571	33.571	33571	00:00:04.129	4.129	4129	じゃあ、私はその間に着替えてくるから、電池を入れ替えておいてくれる？
主人		00:00:59.399	59.399	59399	00:01:01.462	61.462	61462	00:00:02.063	2.063	2063	(F あ)時間も合わせてくれるかな<H>？
主人		00:01:04.628	64.628	64628	00:01:08.349	68.349	68349	00:00:03.721	3.721	3721	(R うん)ありがとう。じゃあ、また終わったら壁に戻しておいて。
主人		00:01:15.328	75.328	75328	00:01:17.743	77.743	77743	00:00:02.415	2.415	2415	よいしょ。じゃあ、もうそろそろ時間だから行こっかな。
主人		00:01:22.371	82.371	82371	00:01:23.371	83.371	83371	00:00:01.000	1.0	1000	行ってきま<H>す。
