ロボット		00:00:04.710	4.71	4710	00:00:06.049	6.049	6049	00:00:01.339	1.339	1339	コーヒーをお入れしましょうか？
ロボット		00:00:08.449	8.449	8449	00:00:10.342	10.342	10342	00:00:01.893	1.893	1893	お湯を沸かすのはどうすれば良いですか？
ロボット		00:00:14.649	14.649	14649	00:00:15.307	15.307	15307	00:00:00.658	0.658	658	かしこまりました。
ロボット		00:00:19.757	19.757	19757	00:00:22.585	22.585	22585	00:00:02.828	2.828	2828	かしこまりました。コーヒーはどこにありますか？
ロボット		00:00:34.935	34.935	34935	00:00:40.071	40.071	40071	00:00:05.136	5.136	5136	袋を切ってお湯を注いで、マグカップに入れたら、(P)終わりですね。
ロボット		00:00:42.928	42.928	42928	00:00:44.585	44.585	44585	00:00:01.657	1.657	1657	(R はい)かしこまりました。
ロボット		00:00:45.807	45.807	45807	00:00:47.249	47.249	47249	00:00:01.442	1.442	1442	ブラックで大丈夫ですか？
ロボット		00:01:15.228	75.228	75228	00:01:16.407	76.407	76407	00:00:01.179	1.179	1179	コーヒーお入れしました。
ロボット		00:01:28.921	88.921	88921	00:01:29.228	89.228	89228	00:00:00.307	0.307	307	(R はい)
主人		00:00:01.580	1.58	1580	00:00:04.200	4.2	4200	00:00:02.620	2.62	2620	(F うーん)あったかいコーヒーを飲みたい気分だな<H>。
主人		00:00:06.114	6.114	6114	00:00:07.380	7.38	7380	00:00:01.266	1.266	1266	(R うん)お願いできるかな。
主人		00:00:11.192	11.192	11192	00:00:14.035	14.035	14035	00:00:02.843	2.843	2843	あの電気ケトルを使って沸かしてもらえるかな。
主人		00:00:15.349	15.349	15349	00:00:19.335	19.335	19335	00:00:03.986	3.986	3986	(F うん)熱湯が苦手だから<H>、八十度位で入れてもらえると助かるよ。
主人		00:00:23.264	23.264	23264	00:00:24.214	24.214	24214	00:00:00.950	0.95	950	(F あ)ちょっと、待ってね<H>。
主人		00:00:26.935	26.935	26935	00:00:33.107	33.107	33107	00:00:06.172	6.172	6172	インスタントコーヒーを出すから。(P)(F えーと)これ。(P)これを使って<H>。
主人		00:00:33.949	33.949	33949	00:00:34.478	34.478	34478	00:00:00.529	0.529	529	(R はーい)
主人		00:00:37.478	37.478	37478	00:00:37.928	37.928	37928	00:00:00.450	0.45	450	(R うん)
主人		00:00:40.207	40.207	40207	00:00:42.442	42.442	42442	00:00:02.235	2.235	2235	(R うん)あっちの机の上に置いといてね<H>。
主人		00:00:47.349	47.349	47349	00:00:48.885	48.885	48885	00:00:01.536	1.536	1536	(R うん)大丈夫。ありがとう。
主人		00:01:16.257	76.257	76257	00:01:17.321	77.321	77321	00:00:01.064	1.064	1064	(F あ)ありがとう。
主人		00:01:21.557	81.557	81557	00:01:23.764	83.764	83764	00:00:02.207	2.207	2207	よし、いただきま<H>す。
主人		00:01:25.507	85.507	85507	00:01:28.692	88.692	88692	00:00:03.185	3.185	3185	(F うん)ちょうどいい濃さと温度だね。また、お願いするね。
