ロボット		00:00:06.513	6.513	6513	00:00:07.406	7.406	7406	00:00:00.893	0.893	893	わかりました。
ロボット		00:00:24.506	24.506	24506	00:00:28.146	28.146	28146	00:00:03.640	3.64	3640	あれ、「水色の二」だけ見つかりませんね<H>。
ロボット		00:00:38.337	38.337	38337	00:00:43.017	43.017	43017	00:00:04.680	4.68	4680	あの箱は<H>昨日{||さわ}(F あの)整理したんですけど、見つかりませんでしたよ。
ロボット		00:00:46.724	46.724	46724	00:00:49.099	49.099	49099	00:00:02.375	2.375	2375	ソファーの下とかじゃないんですか？
ロボット		00:01:03.127	63.127	63127	00:01:06.743	66.743	66743	00:00:03.616	3.616	3616	わかりました。(P)ついでにそこも掃除しておきましょうか？
ロボット		00:01:12.591	72.591	72591	00:01:13.460	73.46	73460	00:00:00.869	0.869	869	わかりました。
ロボット		00:01:23.502	83.502	83502	00:01:24.465	84.465	84465	00:00:00.963	0.963	963	(?)
ロボット		00:01:26.678	86.678	86678	00:01:28.471	88.471	88471	00:00:01.793	1.793	1793	{||よいしょ<H>}終わりました。
ロボット		00:01:29.030	89.03	89030	00:01:29.643	89.643	89643	00:00:00.613	0.613	613	{||よいしょ}
ロボット		00:01:31.383	91.383	91383	00:01:35.933	95.933	95933	00:00:04.550	4.55	4550	そういえば、昨日その箱を整理してたら、これが見つかりましたよ<H>。
ロボット		00:01:46.600	106.6	106600	00:01:47.650	107.65	107650	00:00:01.050	1.05	1050	わかりました<H>。
ロボット		00:01:48.991	108.991	108991	00:01:50.316	110.316	110316	00:00:01.325	1.325	1325	こちらに置いておきますね。
ロボット		00:02:01.281	121.281	121281	00:02:02.356	122.356	122356	00:00:01.075	1.075	1075	とんでもないです。
主人		00:00:02.150	2.15	2150	00:00:05.579	5.579	5579	00:00:03.429	3.429	3429	そこに散らかっているおもちゃを片付けてくれないかしら？
主人		00:00:28.943	28.943	28943	00:00:37.079	37.079	37079	00:00:08.136	8.136	8136	あら、本当に<H>。(P)どこにあるのかしら？(P)あの棚の上の箱の中{に||は}(P)ないかしら？
主人		00:00:43.655	43.655	43655	00:00:44.899	44.899	44899	00:00:01.244	1.244	1244	あら、本当に<H>。
主人		00:00:50.027	50.027	50027	00:00:51.271	51.271	51271	00:00:01.244	1.244	1244	ソファーの下ね。
主人		00:00:56.377	56.377	56377	00:00:57.915	57.915	57915	00:00:01.538	1.538	1538	あら、本当にあったわ。
主人		00:01:01.043	61.043	61043	00:01:02.806	62.806	62806	00:00:01.763	1.763	1763	じゃあ、これを片付けてちょうだい。
主人		00:01:07.045	67.045	67045	00:01:08.912	68.912	68912	00:00:01.867	1.867	1867	そうね<H>。それが良いわ。
主人		00:01:10.638	70.638	70638	00:01:12.300	72.3	72300	00:00:01.662	1.662	1662	じゃあ、これで掃除してちょうだい。
主人		00:01:36.668	96.668	96668	00:01:46.212	106.212	106212	00:00:09.544	9.544	9544	あら、そんなところにあったのね。ずっと探していたものよ<H>。(P)じゃあ、私が<H>後で片付けておくから、そこらへんに置いてくれるかしら？
主人		00:01:57.931	117.931	117931	00:02:00.699	120.699	120699	00:00:02.768	2.768	2768	見つけてくれてありがとう。あなたのおかげよ。
