ロボット		00:00:07.640	7.64	7640	00:00:09.960	9.96	9960	00:00:02.320	2.32	2320	(R はい)私は何をお手伝いしましょうか？
ロボット		00:00:15.910	15.91	15910	00:00:18.053	18.053	18053	00:00:02.143	2.143	2143	(R はい)お砂糖やミルクはどうしますか？
ロボット		00:00:21.307	21.307	21307	00:00:24.710	24.71	24710	00:00:03.403	3.403	3403	(R はい)分かりました。あとは、お菓子などの準備はどうしましょう？
ロボット		00:00:28.600	28.6	28600	00:00:29.000	29.0	29000	00:00:00.400	0.4	400	(R はい)
ロボット		00:00:31.000	31.0	31000	00:00:32.090	32.09	32090	00:00:01.090	1.09	1090	取り皿ですね。
ロボット		00:00:34.100	34.1	34100	00:00:38.170	38.17	38170	00:00:04.070	4.07	4070	あとは、手が汚れた時のために、ウェットティッシュも準備しておきますね。
ロボット		00:00:43.920	43.92	43920	00:00:44.340	44.34	44340	00:00:00.420	0.42	420	(R はい)
ロボット		00:00:47.440	47.44	47440	00:00:58.761	58.761	58761	00:00:11.321	11.321	11321	(R はい)分かりました。食器棚から出して、(P)(F えーと)こっちだ、(P)一緒にお盆に載せて、準備しておきます。
ロボット		00:01:06.230	66.23	66230	00:01:06.761	66.761	66761	00:00:00.531	0.531	531	よいしょ。
ロボット		00:01:12.099	72.099	72099	00:01:12.760	72.76	72760	00:00:00.661	0.661	661	どうぞ。
主人		00:00:02.550	2.55	2550	00:00:07.240	7.24	7240	00:00:04.690	4.69	4690	(F あ)(P)そういえば、友達が一時間後に来ることになってたんだ。準備しないと。
主人		00:00:10.340	10.34	10340	00:00:15.220	15.22	15220	00:00:04.880	4.88	4880	(F うーん)コーヒーが好きな友達だから、カップとコーヒーを準備しておいて。
主人		00:00:18.576	18.576	18576	00:00:20.980	20.98	20980	00:00:02.404	2.404	2404	ブラックでいいから、そのままで大丈夫。
主人		00:00:25.280	25.28	25280	00:00:30.890	30.89	30890	00:00:05.610	5.61	5610	(F うん)(P)ポテトチップス{を||}買ってあるから、あとは取り皿を準備しておいて。
主人		00:00:38.346	38.346	38346	00:00:47.076	47.076	47076	00:00:08.730	8.73	8730	ありがとう。(P)あとは<H>、冷蔵庫の中にもゼリー{を||}買ってあるから<H>、(P)食べれるようにスプーンの準備{を||}しておいて。
主人		00:01:12.900	72.9	72900	00:01:13.653	73.653	73653	00:00:00.753	0.753	753	(R うん)ありがとう。
