ロボット		00:00:05.141	5.141	5141	00:00:07.966	7.966	7966	00:00:02.825	2.825	2825	分かりました。卵は何個いりますか？
ロボット		00:00:13.599	13.599	13599	00:00:13.949	13.949	13949	00:00:00.350	0.35	350	(R はい)
ロボット		00:00:18.571	18.571	18571	00:00:19.807	19.807	19807	00:00:01.236	1.236	1236	まず、卵二個です。
ロボット		00:00:29.085	29.085	29085	00:00:31.183	31.183	31183	00:00:02.098	2.098	2098	塩と胡椒も持ってきました。
ロボット		00:00:38.064	38.064	38064	00:00:39.421	39.421	39421	00:00:01.357	1.357	1357	(R はい)分かりました。
ロボット		00:00:55.724	55.724	55724	00:00:56.058	56.058	56058	00:00:00.334	0.334	334	(R はい)
ロボット		00:00:58.908	58.908	58908	00:00:59.307	59.307	59307	00:00:00.399	0.399	399	(R はい)
ロボット		00:01:16.983	76.983	76983	00:01:19.042	79.042	79042	00:00:02.059	2.059	2059	次は<H>何をすればいいですか？
ロボット		00:01:24.978	84.978	84978	00:01:27.891	87.891	87891	00:00:02.913	2.913	2913	少々とはどれくらいですか？
ロボット		00:01:31.716	91.716	91716	00:01:32.199	92.199	92199	00:00:00.483	0.483	483	(R はい)
ロボット		00:01:38.533	98.533	98533	00:01:39.721	99.721	99721	00:00:01.188	1.188	1188	ありがとうございます。
ロボット		00:01:46.249	106.249	106249	00:01:46.683	106.683	106683	00:00:00.434	0.434	434	(R はい)
ロボット		00:02:04.528	124.528	124528	00:02:05.408	125.408	125408	00:00:00.880	0.88	880	分かりました。
ロボット		00:02:10.028	130.028	130028	00:02:11.166	131.166	131166	00:00:01.138	1.138	1138	ありがとうございます。
ロボット		00:02:30.199	150.199	150199	00:02:32.158	152.158	152158	00:00:01.959	1.959	1959	少し白くなってきました。
ロボット		00:02:35.128	155.128	155128	00:02:36.049	156.049	156049	00:00:00.921	0.921	921	(R そうですね)
ロボット		00:02:50.616	170.616	170616	00:02:50.908	170.908	170908	00:00:00.292	0.292	292	(R うん)
ロボット		00:02:55.492	175.492	175492	00:02:56.471	176.471	176471	00:00:00.979	0.979	979	分かりました。
ロボット		00:03:13.585	193.585	193585	00:03:13.985	193.985	193985	00:00:00.400	0.4	400	(R はい)
ロボット		00:03:19.078	199.078	199078	00:03:20.583	200.583	200583	00:00:01.505	1.505	1505	このお皿でいいですか？
ロボット		00:03:22.466	202.466	202466	00:03:22.833	202.833	202833	00:00:00.367	0.367	367	(R はい)
ロボット		00:03:34.899	214.899	214899	00:03:36.033	216.033	216033	00:00:01.134	1.134	1134	一分位ですかね。
ロボット		00:03:37.533	217.533	217533	00:03:37.908	217.908	217908	00:00:00.375	0.375	375	(R はい)
ロボット		00:03:42.749	222.749	222749	00:03:43.116	223.116	223116	00:00:00.367	0.367	367	(R はい)
ロボット		00:03:45.342	225.342	225342	00:03:46.233	226.233	226233	00:00:00.891	0.891	891	分かりました。
ロボット		00:04:02.028	242.028	242028	00:04:03.308	243.308	243308	00:00:01.280	1.28	1280	もう少しですかね。
ロボット		00:04:08.774	248.774	248774	00:04:11.108	251.108	251108	00:00:02.334	2.334	2334	(R はい)(P)おいしそうです。
ロボット		00:04:21.441	261.441	261441	00:04:23.208	263.208	263208	00:00:01.767	1.767	1767	(R はい)三分経ちました。
ロボット		00:04:43.435	283.435	283435	00:04:44.449	284.449	284449	00:00:01.014	1.014	1014	出来上がりです。
主人		00:00:01.480	1.48	1480	00:00:04.830	4.83	4830	00:00:03.350	3.35	3350	今から目玉焼き作ろうと思うから、手伝ってくれる？
主人		00:00:09.049	9.049	9049	00:00:13.624	13.624	13624	00:00:04.575	4.575	4575	ありがとう。じゃあ、卵二個と、塩と胡椒の準備もお願いね。
主人		00:00:19.857	19.857	19857	00:00:20.933	20.933	20933	00:00:01.076	1.076	1076	(R はい)ありがとう。
